Data;Regiao;Vendedor;Secao;Vendas;Total com imposto
08/02/2012;Centro;Simone;Eletrodomésticos;2614,21;3137,05
08/02/2012;Norte;João Carlos;Utilidades Domésticas;3582,51;4299,01
08/02/2012;Centro;Carolina;Móveis e Decoração;1852,85;2223,42
09/02/2012;Sudeste;Carolina;Casa e Construção;4661,88;5594,26
09/02/2012;Centro;José Luiz;Utilidades Domésticas;2094,96;2513,95
10/02/2012;Sudeste;Ana Maria;Cine e Foto;3171,57;3805,88
11/02/2012;Nordeste;João Carlos;Cama, Mesa e Banho;4167,84;5001,41
12/02/2012;Nordeste;Simone;Cine e Foto;1315,18;1578,22
12/02/2012;Norte;Ricardo;Móveis e Decoração;1983,47;2380,16
12/02/2012;Centro;João Carlos;Cama, Mesa e Banho;2461,85;2954,22
12/02/2012;Sudeste;Ana Maria;Móveis e Decoração;1129,92;1355,90
13/02/2012;Sudeste;Simone;Cine e Foto;637,90;765,48
13/02/2012;Oeste;Roberto;Cama, Mesa e Banho;2718,90;3262,68
14/02/2012;Nordeste;Ricardo;Eletrodomésticos;1818,33;2182,00
16/02/2012;Sudeste;Ricardo;Móveis e Decoração;782,48;938,98
16/02/2012;Sudeste;José Luiz;Casa e Construção;4956,63;5947,96
17/02/2012;Norte;Carolina;Cama, Mesa e Banho;1826,36;2191,63
20/02/2012;Nordeste;Roberto;Cama, Mesa e Banho;2697,96;3237,55
20/02/2012;Leste;João Carlos;Utilidades Domésticas;4764,15;5716,98
21/02/2012;Centro;Roberto;Eletrodomésticos;1395,91;1675,09
22/02/2012;Leste;Carolina;Casa e Construção;372,45;446,94
23/02/2012;Centro;Ricardo;Móveis e Decoração;2578,88;3094,66
24/02/2012;Sudeste;João Carlos;Cine e Foto;3656,83;4388,20
24/02/2012;Leste;Ricardo;Cine e Foto;1497,87;1797,44
26/02/2012;Sul;Carolina;Cine e Foto;1046,09;1255,31
27/02/2012;Nordeste;Ana Maria;Móveis e Decoração;1485,45;1782,54
27/02/2012;Centro;Simone;Eletrônicos;2245,91;2695,09
27/02/2012;Sudeste;José Luiz;Roupas e Acessórios;1530,13;1836,16
28/02/2012;Sudeste;José Luiz;Eletrodomésticos;2619,55;3143,46
29/02/2012;Nordeste;Ricardo;Cama, Mesa e Banho;4422,71;5307,25
01/03/2012;Norte;Carolina;Utilidades Domésticas;2262,13;2714,56
01/03/2012;Nordeste;José Luiz;Cama, Mesa e Banho;243,52;292,22
02/03/2012;Sudeste;José Luiz;Móveis e Decoração;3134,27;3761,12
03/03/2012;Nordeste;Ricardo;Utilidades Domésticas;3366,08;4039,30
04/03/2012;Sudeste;João Carlos;Esporte e Lazer;3060,98;3673,18
05/03/2012;Leste;Ricardo;Eletrônicos;2218,21;2661,85
05/03/2012;Sudeste;Ana Maria;Esporte e Lazer;2353,09;2823,71
07/03/2012;Sul;João Carlos;Roupas e Acessórios;4576,30;5491,56
08/03/2012;Nordeste;Carolina;Roupas e Acessórios;3747,68;4497,22
10/03/2012;Sudeste;Ricardo;Utilidades Domésticas;3622,34;4346,81
11/03/2012;Nordeste;Adriana;Casa e Construção;492,51;591,01
12/03/2012;Nordeste;Ana Maria;Utilidades Domésticas;3738,79;4486,55
13/03/2012;Leste;Simone;Eletrônicos;623,23;747,88
15/03/2012;Sudeste;Simone;Casa e Construção;4061,74;4874,09
19/03/2012;Sudeste;José Luiz;Eletrônicos;3480,50;4176,60
19/03/2012;Sudeste;Adriana;Roupas e Acessórios;3302,68;3963,22
19/03/2012;Leste;Carolina;Casa e Construção;2488,74;2986,49
19/03/2012;Sudeste;João Carlos;Utilidades Domésticas;4206,97;5048,36
20/03/2012;Sudeste;Ana Maria;Eletrônicos;1165,44;1398,53
20/03/2012;Sudeste;Roberto;Móveis e Decoração;4353,36;5224,03
21/03/2012;Centro;João Carlos;Cama, Mesa e Banho;2372,50;2847,00
21/03/2012;Norte;João Carlos;Esporte e Lazer;4443,40;5332,08
21/03/2012;Sudeste;João Carlos;Móveis e Decoração;4552,33;5462,80
22/03/2012;Sudeste;Simone;Cine e Foto;2301,96;2762,35
23/03/2012;Centro;Ana Maria;Eletrodomésticos;1984,81;2381,77
23/03/2012;Sudeste;Ana Maria;Esporte e Lazer;4253,50;5104,20
24/03/2012;Centro;Roberto;Casa e Construção;1812,68;2175,22
25/03/2012;Norte;Ricardo;Eletrônicos;1438,10;1725,72
26/03/2012;Leste;Ana Maria;Cama, Mesa e Banho;2902,69;3483,23
26/03/2012;Sudeste;Adriana;Esporte e Lazer;3336,56;4003,87
27/03/2012;Nordeste;Ana Maria;Casa e Construção;1301,65;1561,98
27/03/2012;Sul;Carolina;Casa e Construção;1946,20;2335,44
28/03/2012;Nordeste;Ana Maria;Utilidades Domésticas;229,14;274,97
28/03/2012;Nordeste;Simone;Esporte e Lazer;4813,56;5776,27
28/03/2012;Sul;Ana Maria;Móveis e Decoração;2143,88;2572,66
29/03/2012;Leste;João Carlos;Móveis e Decoração;404,14;484,97
30/03/2012;Sul;José Luiz;Esporte e Lazer;3138,23;3765,88
30/03/2012;Norte;Carolina;Eletrônicos;766,80;920,16
30/03/2012;Centro;Simone;Roupas e Acessórios;3836,43;4603,72
31/03/2012;Sudeste;Adriana;Esporte e Lazer;1961,66;2353,99
31/03/2012;Norte;João Carlos;Roupas e Acessórios;948,18;1137,82
31/03/2012;Leste;Ricardo;Eletrônicos;2932,92;3519,50
01/04/2012;Nordeste;Ana Maria;Roupas e Acessórios;2777,01;3332,41
01/04/2012;Centro;Carolina;Eletrônicos;1825,48;2190,58
02/04/2012;Sudeste;Carolina;Utilidades Domésticas;4985,46;5982,55
02/04/2012;Norte;Ricardo;Eletrônicos;2069,80;2483,76
02/04/2012;Centro;José Luiz;Cine e Foto;1432,01;1718,41
02/04/2012;Nordeste;Simone;Eletrodomésticos;2322,94;2787,53
03/04/2012;Sudeste;Carolina;Móveis e Decoração;1061,84;1274,21
04/04/2012;Sul;Simone;Cine e Foto;1070,81;1284,97
05/04/2012;Centro;Ricardo;Cama, Mesa e Banho;4661,63;5593,96
05/04/2012;Sul;Ana Maria;Cine e Foto;691,88;830,26
06/04/2012;Sudeste;Ricardo;Móveis e Decoração;1628,08;1953,70
07/04/2012;Norte;João Carlos;Casa e Construção;2999,38;3599,26
08/04/2012;Leste;Carolina;Eletrônicos;1781,76;2138,11
08/04/2012;Centro;Roberto;Eletrônicos;2443,72;2932,46
08/04/2012;Sudeste;Ana Maria;Cama, Mesa e Banho;1945,51;2334,61
09/04/2012;Oeste;José Luiz;Cine e Foto;4671,90;5606,28
09/04/2012;Sul;Ricardo;Eletrônicos;4130,30;4956,36
12/04/2012;Nordeste;João Carlos;Cine e Foto;3230,74;3876,89
12/04/2012;Centro;João Carlos;Cine e Foto;4537,30;5444,76
12/04/2012;Centro;João Carlos;Casa e Construção;387,03;464,44
12/04/2012;Sudeste;Ana Maria;Utilidades Domésticas;2981,41;3577,69
13/04/2012;Centro;João Carlos;Cine e Foto;383,63;460,36
13/04/2012;Sul;Ricardo;Eletrodomésticos;788,52;946,22
13/04/2012;Sudeste;Ana Maria;Cine e Foto;2116,41;2539,69
13/04/2012;Centro;João Carlos;Casa e Construção;4587,88;5505,46
14/04/2012;Centro;Carolina;Casa e Construção;3165,11;3798,13
14/04/2012;Centro;Ricardo;Eletrônicos;4026,82;4832,18
15/04/2012;Sudeste;Ricardo;Esporte e Lazer;2095,80;2514,96
15/04/2012;Sudeste;Carolina;Cama, Mesa e Banho;3526,55;4231,86
15/04/2012;Sudeste;João Carlos;Cama, Mesa e Banho;3692,85;4431,42
16/04/2012;Centro;Carolina;Casa e Construção;4987,56;5985,07
16/04/2012;Centro;José Luiz;Casa e Construção;2770,77;3324,92
17/04/2012;Sudeste;João Carlos;Cama, Mesa e Banho;2722,85;3267,42
17/04/2012;Oeste;Adriana;Móveis e Decoração;4647,75;5577,30
18/04/2012;Leste;Simone;Roupas e Acessórios;2221,53;2665,84
18/04/2012;Norte;Ana Maria;Cama, Mesa e Banho;3607,33;4328,80
19/04/2012;Leste;Roberto;Cama, Mesa e Banho;1536,83;1844,20
20/04/2012;Oeste;João Carlos;Roupas e Acessórios;1666,98;2000,38
20/04/2012;Centro;Ricardo;Cama, Mesa e Banho;349,41;419,29
21/04/2012;Sudeste;Carolina;Utilidades Domésticas;268,96;322,75
22/04/2012;Sul;Simone;Utilidades Domésticas;822,38;986,86
22/04/2012;Centro;Carolina;Esporte e Lazer;499,64;599,57
23/04/2012;Sul;Ricardo;Utilidades Domésticas;1307,19;1568,63
23/04/2012;Centro;José Luiz;Utilidades Domésticas;615,81;738,97
24/04/2012;Nordeste;Carolina;Móveis e Decoração;3496,53;4195,84
27/04/2012;Nordeste;Adriana;Móveis e Decoração;4518,92;5422,70
27/04/2012;Nordeste;Carolina;Roupas e Acessórios;447,54;537,05
28/04/2012;Centro;Ana Maria;Utilidades Domésticas;2538,31;3045,97
28/04/2012;Nordeste;Adriana;Utilidades Domésticas;4693,84;5632,61
29/04/2012;Sul;Carolina;Roupas e Acessórios;4386,96;5264,35
29/04/2012;Centro;José Luiz;Eletrônicos;2267,14;2720,57
29/04/2012;Centro;Ana Maria;Roupas e Acessórios;4089,19;4907,03
29/04/2012;Leste;João Carlos;Eletrodomésticos;4442,11;5330,53
30/04/2012;Sul;Ana Maria;Cine e Foto;3910,54;4692,65
30/04/2012;Nordeste;Ricardo;Utilidades Domésticas;1464,10;1756,92
30/04/2012;Nordeste;Simone;Roupas e Acessórios;3185,10;3822,12
30/04/2012;Sudeste;Ana Maria;Esporte e Lazer;4479,41;5375,29
01/05/2012;Centro;Ana Maria;Casa e Construção;4807,78;5769,34
02/05/2012;Sudeste;João Carlos;Cine e Foto;3760,37;4512,44
03/05/2012;Sul;Carolina;Móveis e Decoração;2875,69;3450,83
04/05/2012;Sudeste;Simone;Eletrodomésticos;1538,26;1845,91
04/05/2012;Sudeste;Simone;Utilidades Domésticas;4960,57;5952,68
04/05/2012;Sul;Adriana;Cama, Mesa e Banho;243,13;291,76
04/05/2012;Nordeste;Carolina;Cama, Mesa e Banho;4474,19;5369,03
04/05/2012;Sul;Simone;Eletrônicos;2101,17;2521,40
04/05/2012;Sudeste;Ana Maria;Utilidades Domésticas;2824,36;3389,23
05/05/2012;Sudeste;Carolina;Eletrodomésticos;1709,50;2051,40
05/05/2012;Centro;Ana Maria;Móveis e Decoração;3870,96;4645,15
07/05/2012;Norte;João Carlos;Esporte e Lazer;554,32;665,18
07/05/2012;Sul;João Carlos;Móveis e Decoração;2187,83;2625,40
09/05/2012;Sudeste;João Carlos;Roupas e Acessórios;3997,11;4796,53
11/05/2012;Nordeste;João Carlos;Cine e Foto;628,04;753,65
11/05/2012;Sul;João Carlos;Casa e Construção;1923,62;2308,34
12/05/2012;Sul;Ricardo;Móveis e Decoração;1205,43;1446,52
12/05/2012;Centro;João Carlos;Eletrônicos;927,97;1113,56
13/05/2012;Sudeste;Ricardo;Utilidades Domésticas;2408,77;2890,52
14/05/2012;Sudeste;Adriana;Cama, Mesa e Banho;4306,90;5168,28
14/05/2012;Oeste;Ricardo;Casa e Construção;4199,66;5039,59
14/05/2012;Oeste;José Luiz;Móveis e Decoração;2847,50;3417,00
14/05/2012;Sudeste;Carolina;Móveis e Decoração;3542,29;4250,75
15/05/2012;Nordeste;Ana Maria;Eletrodomésticos;1268,32;1521,98
16/05/2012;Sul;Roberto;Casa e Construção;4055,92;4867,10
16/05/2012;Sul;João Carlos;Cama, Mesa e Banho;3393,67;4072,40
16/05/2012;Leste;Ana Maria;Móveis e Decoração;4367,37;5240,84
16/05/2012;Leste;José Luiz;Esporte e Lazer;2046,37;2455,64
17/05/2012;Sudeste;Ana Maria;Cine e Foto;4107,40;4928,88
17/05/2012;Oeste;Ana Maria;Cama, Mesa e Banho;353,45;424,14
17/05/2012;Sudeste;Simone;Casa e Construção;3323,57;3988,28
18/05/2012;Nordeste;Ana Maria;Cine e Foto;3362,86;4035,43
18/05/2012;Oeste;Ricardo;Casa e Construção;621,60;745,92
19/05/2012;Sul;Roberto;Roupas e Acessórios;265,48;318,58
20/05/2012;Norte;Ana Maria;Esporte e Lazer;2991,93;3590,32
20/05/2012;Leste;Carolina;Móveis e Decoração;3800,64;4560,77
20/05/2012;Sudeste;Carolina;Cine e Foto;3397,98;4077,58
21/05/2012;Leste;Adriana;Utilidades Domésticas;3874,27;4649,12
22/05/2012;Sudeste;Ana Maria;Eletrônicos;628,54;754,25
22/05/2012;Oeste;Carolina;Casa e Construção;4409,33;5291,20
23/05/2012;Sul;Adriana;Móveis e Decoração;2329,32;2795,18
25/05/2012;Sul;João Carlos;Utilidades Domésticas;4718,66;5662,39
25/05/2012;Leste;Carolina;Cama, Mesa e Banho;1041,48;1249,78
25/05/2012;Leste;João Carlos;Eletrônicos;4229,20;5075,04
29/05/2012;Sudeste;Ricardo;Cama, Mesa e Banho;3644,63;4373,56
30/05/2012;Centro;Roberto;Cama, Mesa e Banho;2219,35;2663,22
31/05/2012;Nordeste;Ana Maria;Móveis e Decoração;3497,05;4196,46
31/05/2012;Sudeste;Ricardo;Móveis e Decoração;433,88;520,66
01/06/2012;Sudeste;Adriana;Utilidades Domésticas;1090,86;1309,03
02/06/2012;Nordeste;José Luiz;Cama, Mesa e Banho;3204,62;3845,54
05/06/2012;Nordeste;João Carlos;Eletrodomésticos;2747,80;3297,36
05/06/2012;Sul;Carolina;Cama, Mesa e Banho;1603,15;1923,78
05/06/2012;Centro;José Luiz;Esporte e Lazer;4813,72;5776,46
06/06/2012;Sul;Ricardo;Cama, Mesa e Banho;4539,39;5447,27
06/06/2012;Norte;João Carlos;Casa e Construção;4974,87;5969,84
06/06/2012;Oeste;Ana Maria;Roupas e Acessórios;768,34;922,01
07/06/2012;Leste;João Carlos;Casa e Construção;3274,63;3929,56
08/06/2012;Centro;Ana Maria;Eletrodomésticos;4585,06;5502,07
09/06/2012;Centro;Carolina;Cama, Mesa e Banho;2051,86;2462,23
11/06/2012;Sudeste;Carolina;Roupas e Acessórios;1512,64;1815,17
11/06/2012;Nordeste;João Carlos;Eletrodomésticos;4273,93;5128,72
12/06/2012;Sudeste;Simone;Cine e Foto;4895,54;5874,65
12/06/2012;Centro;Ana Maria;Cine e Foto;3926,76;4712,11
13/06/2012;Oeste;Carolina;Esporte e Lazer;622,68;747,22
13/06/2012;Centro;João Carlos;Casa e Construção;3861,77;4634,12
13/06/2012;Oeste;João Carlos;Casa e Construção;3923,45;4708,14
13/06/2012;Centro;Carolina;Utilidades Domésticas;2503,24;3003,89
13/06/2012;Sul;Carolina;Casa e Construção;4934,24;5921,09
14/06/2012;Sul;Adriana;Móveis e Decoração;4134,98;4961,98
15/06/2012;Centro;João Carlos;Móveis e Decoração;368,16;441,79
17/06/2012;Centro;Carolina;Cine e Foto;3205,47;3846,56
18/06/2012;Oeste;José Luiz;Eletrodomésticos;589,30;707,16
18/06/2012;Centro;Ana Maria;Móveis e Decoração;2320,84;2785,01
19/06/2012;Sul;João Carlos;Roupas e Acessórios;4236,63;5083,96
20/06/2012;Sul;João Carlos;Utilidades Domésticas;4251,95;5102,34
21/06/2012;Nordeste;Ana Maria;Móveis e Decoração;1641,28;1969,54
21/06/2012;Norte;João Carlos;Utilidades Domésticas;2717,70;3261,24
22/06/2012;Sudeste;Carolina;Eletrônicos;1955,12;2346,14
22/06/2012;Nordeste;José Luiz;Eletrodomésticos;2467,46;2960,95
22/06/2012;Centro;Carolina;Roupas e Acessórios;2586,46;3103,75
26/06/2012;Nordeste;Carolina;Esporte e Lazer;1373,73;1648,48
27/06/2012;Nordeste;João Carlos;Móveis e Decoração;4043,93;4852,72
28/06/2012;Sul;Carolina;Cine e Foto;1118,64;1342,37
28/06/2012;Sul;Ana Maria;Utilidades Domésticas;4913,21;5895,85
29/06/2012;Sudeste;José Luiz;Cama, Mesa e Banho;2413,03;2895,64
29/06/2012;Oeste;Ana Maria;Roupas e Acessórios;3768,07;4521,68
29/06/2012;Centro;Ricardo;Eletrônicos;3240,57;3888,68
30/06/2012;Sul;Simone;Móveis e Decoração;4267,68;5121,22
30/06/2012;Centro;Ana Maria;Cine e Foto;501,44;601,73
30/06/2012;Sudeste;João Carlos;Cine e Foto;4300,01;5160,01
30/06/2012;Oeste;Simone;Casa e Construção;529,75;635,70
30/06/2012;Nordeste;Roberto;Eletrodomésticos;2553,14;3063,77
01/07/2012;Sul;José Luiz;Esporte e Lazer;4567,59;5481,11
01/07/2012;Sudeste;Ana Maria;Roupas e Acessórios;3442,49;4130,99
02/07/2012;Nordeste;Ana Maria;Casa e Construção;1579,21;1895,05
02/07/2012;Sudeste;João Carlos;Cama, Mesa e Banho;769,33;923,20
05/07/2012;Sul;Ricardo;Eletrodomésticos;4475,36;5370,43
06/07/2012;Sul;Simone;Casa e Construção;3681,47;4417,76
06/07/2012;Sul;João Carlos;Móveis e Decoração;2880,66;3456,79
07/07/2012;Centro;Ana Maria;Casa e Construção;2670,67;3204,80
07/07/2012;Leste;João Carlos;Cama, Mesa e Banho;520,05;624,06
07/07/2012;Oeste;João Carlos;Cine e Foto;2071,73;2486,08
08/07/2012;Leste;João Carlos;Cine e Foto;1070,58;1284,70
09/07/2012;Centro;Simone;Roupas e Acessórios;2312,92;2775,50
09/07/2012;Leste;Ana Maria;Móveis e Decoração;2178,25;2613,90
09/07/2012;Norte;João Carlos;Casa e Construção;3863,11;4635,73
09/07/2012;Sudeste;João Carlos;Utilidades Domésticas;4114,85;4937,82
10/07/2012;Nordeste;Carolina;Eletrodomésticos;2261,16;2713,39
14/07/2012;Nordeste;Ricardo;Eletrônicos;2890,22;3468,26
15/07/2012;Centro;Simone;Cine e Foto;2148,64;2578,37
15/07/2012;Sul;Adriana;Móveis e Decoração;1128,64;1354,37
15/07/2012;Sul;Ricardo;Cama, Mesa e Banho;1082,91;1299,49
16/07/2012;Sudeste;João Carlos;Móveis e Decoração;2812,07;3374,48
18/07/2012;Centro;Roberto;Móveis e Decoração;1871,72;2246,06
18/07/2012;Sul;João Carlos;Cine e Foto;2058,32;2469,98
18/07/2012;Sudeste;Ricardo;Eletrodomésticos;2293,26;2751,91
19/07/2012;Sul;Carolina;Esporte e Lazer;4077,46;4892,95
19/07/2012;Sudeste;José Luiz;Esporte e Lazer;2502,34;3002,81
21/07/2012;Oeste;Ana Maria;Esporte e Lazer;329,84;395,81
21/07/2012;Oeste;José Luiz;Roupas e Acessórios;1244,84;1493,81
21/07/2012;Norte;João Carlos;Casa e Construção;501,52;601,82
21/07/2012;Nordeste;Carolina;Utilidades Domésticas;428,81;514,57
22/07/2012;Nordeste;Carolina;Cama, Mesa e Banho;4851,75;5822,10
22/07/2012;Sul;Carolina;Cine e Foto;4922,09;5906,51
23/07/2012;Leste;Ana Maria;Móveis e Decoração;1607,83;1929,40
23/07/2012;Centro;Simone;Roupas e Acessórios;864,55;1037,46
24/07/2012;Sul;Ana Maria;Casa e Construção;4058,32;4869,98
25/07/2012;Nordeste;Simone;Móveis e Decoração;1478,59;1774,31
26/07/2012;Nordeste;João Carlos;Eletrônicos;3399,06;4078,87
27/07/2012;Oeste;Simone;Móveis e Decoração;3073,97;3688,76
27/07/2012;Sudeste;Carolina;Eletrônicos;1116,66;1339,99
27/07/2012;Oeste;João Carlos;Cama, Mesa e Banho;3267,66;3921,19
28/07/2012;Centro;Ricardo;Móveis e Decoração;1605,38;1926,46
29/07/2012;Leste;Carolina;Casa e Construção;2134,36;2561,23
29/07/2012;Centro;Carolina;Cama, Mesa e Banho;2675,76;3210,91
29/07/2012;Nordeste;Adriana;Cine e Foto;801,72;962,06
29/07/2012;Sul;João Carlos;Cama, Mesa e Banho;4156,87;4988,24
29/07/2012;Sul;Ana Maria;Esporte e Lazer;2630,79;3156,95
30/07/2012;Sudeste;Simone;Cama, Mesa e Banho;1424,37;1709,24
31/07/2012;Sudeste;João Carlos;Eletrodomésticos;3582,01;4298,41
31/07/2012;Centro;João Carlos;Móveis e Decoração;1172,88;1407,46
31/07/2012;Leste;José Luiz;Utilidades Domésticas;2643,91;3172,69
01/08/2012;Sudeste;Adriana;Utilidades Domésticas;770,59;924,71
02/08/2012;Sul;João Carlos;Eletrônicos;2476,33;2971,60
02/08/2012;Centro;Ana Maria;Eletrônicos;1304,61;1565,53
03/08/2012;Sul;Carolina;Utilidades Domésticas;2195,14;2634,17
03/08/2012;Nordeste;Simone;Roupas e Acessórios;1254,11;1504,93
03/08/2012;Sul;Ana Maria;Cine e Foto;2026,29;2431,55
04/08/2012;Sudeste;Carolina;Móveis e Decoração;2761,38;3313,66
04/08/2012;Sul;João Carlos;Eletrônicos;4468,99;5362,79
05/08/2012;Nordeste;Ricardo;Móveis e Decoração;4044,12;4852,94
07/08/2012;Sudeste;Carolina;Eletrônicos;3567,19;4280,63
08/08/2012;Sul;Ricardo;Eletrodomésticos;3753,38;4504,06
09/08/2012;Nordeste;João Carlos;Roupas e Acessórios;4893,73;5872,48
11/08/2012;Sul;Ana Maria;Utilidades Domésticas;1546,26;1855,51
12/08/2012;Sudeste;João Carlos;Esporte e Lazer;4044,44;4853,33
12/08/2012;Sul;José Luiz;Eletrodomésticos;2235,28;2682,34
13/08/2012;Sudeste;João Carlos;Casa e Construção;2438,51;2926,21
15/08/2012;Oeste;Carolina;Móveis e Decoração;3564,65;4277,58
16/08/2012;Sul;João Carlos;Casa e Construção;3002,94;3603,53
17/08/2012;Nordeste;Simone;Roupas e Acessórios;4522,41;5426,89
17/08/2012;Oeste;Carolina;Eletrodomésticos;1946,70;2336,04
18/08/2012;Sudeste;Simone;Esporte e Lazer;1329,57;1595,48
18/08/2012;Nordeste;Carolina;Cine e Foto;4979,55;5975,46
18/08/2012;Oeste;Ana Maria;Roupas e Acessórios;804,00;964,80
18/08/2012;Leste;Adriana;Cama, Mesa e Banho;619,03;742,84
20/08/2012;Nordeste;Ricardo;Cine e Foto;3127,29;3752,75
20/08/2012;Sul;João Carlos;Esporte e Lazer;3764,17;4517,00
20/08/2012;Sudeste;Carolina;Eletrodomésticos;1227,78;1473,34
22/08/2012;Nordeste;Ana Maria;Eletrônicos;1309,79;1571,75
22/08/2012;Centro;João Carlos;Casa e Construção;1382,77;1659,32
23/08/2012;Oeste;Carolina;Roupas e Acessórios;2001,70;2402,04
24/08/2012;Sul;Carolina;Eletrodomésticos;4303,34;5164,01
25/08/2012;Nordeste;Carolina;Roupas e Acessórios;4253,52;5104,22
25/08/2012;Sudeste;Roberto;Esporte e Lazer;1386,94;1664,33
26/08/2012;Sul;Simone;Casa e Construção;575,63;690,76
26/08/2012;Sudeste;Adriana;Esporte e Lazer;4236,48;5083,78
27/08/2012;Centro;Roberto;Esporte e Lazer;620,98;745,18
29/08/2012;Centro;João Carlos;Esporte e Lazer;2772,35;3326,82
29/08/2012;Sul;João Carlos;Eletrônicos;1614,80;1937,76
30/08/2012;Nordeste;João Carlos;Cine e Foto;4545,92;5455,10
30/08/2012;Oeste;Ana Maria;Casa e Construção;2623,48;3148,18
31/08/2012;Sudeste;Ana Maria;Eletrônicos;4417,10;5300,52
01/09/2012;Nordeste;Simone;Eletrônicos;2057,31;2468,77
01/09/2012;Centro;Ricardo;Cama, Mesa e Banho;760,07;912,08
03/09/2012;Nordeste;Ricardo;Eletrônicos;3194,40;3833,28
03/09/2012;Oeste;Adriana;Cama, Mesa e Banho;4721,47;5665,76
04/09/2012;Leste;José Luiz;Esporte e Lazer;3601,88;4322,26
05/09/2012;Sudeste;João Carlos;Utilidades Domésticas;2210,98;2653,18
05/09/2012;Centro;Ricardo;Eletrônicos;2069,05;2482,86
06/09/2012;Centro;José Luiz;Esporte e Lazer;4232,18;5078,62
06/09/2012;Sudeste;Ricardo;Esporte e Lazer;2760,43;3312,52
07/09/2012;Sudeste;Roberto;Utilidades Domésticas;3732,25;4478,70
07/09/2012;Sudeste;Roberto;Eletrônicos;3795,89;4555,07
07/09/2012;Nordeste;Carolina;Utilidades Domésticas;2070,96;2485,15
08/09/2012;Sul;Roberto;Esporte e Lazer;1189,29;1427,15
08/09/2012;Nordeste;Ricardo;Utilidades Domésticas;1826,54;2191,85
09/09/2012;Leste;Ricardo;Eletrodomésticos;2092,74;2511,29
11/09/2012;Centro;Ana Maria;Eletrônicos;2155,30;2586,36
12/09/2012;Norte;Ana Maria;Roupas e Acessórios;3704,62;4445,54
12/09/2012;Leste;Ricardo;Esporte e Lazer;2928,48;3514,18
13/09/2012;Nordeste;Ana Maria;Eletrodomésticos;2408,88;2890,66
15/09/2012;Sudeste;Ricardo;Utilidades Domésticas;3838,24;4605,89
15/09/2012;Sudeste;João Carlos;Cama, Mesa e Banho;335,06;402,07
16/09/2012;Sudeste;Simone;Casa e Construção;3542,58;4251,10
16/09/2012;Sudeste;Ricardo;Eletrodomésticos;4541,03;5449,24
16/09/2012;Norte;Carolina;Esporte e Lazer;3885,61;4662,73
16/09/2012;Nordeste;Adriana;Casa e Construção;2068,69;2482,43
16/09/2012;Oeste;Carolina;Móveis e Decoração;3430,63;4116,76
17/09/2012;Centro;Adriana;Cama, Mesa e Banho;4254,84;5105,81
18/09/2012;Sul;Adriana;Utilidades Domésticas;697,61;837,13
18/09/2012;Norte;Carolina;Móveis e Decoração;355,15;426,18
19/09/2012;Sul;Roberto;Cama, Mesa e Banho;536,94;644,33
20/09/2012;Sudeste;Ana Maria;Móveis e Decoração;415,51;498,61
21/09/2012;Sudeste;Carolina;Móveis e Decoração;3593,74;4312,49
22/09/2012;Sul;Simone;Roupas e Acessórios;3400,74;4080,89
24/09/2012;Sudeste;João Carlos;Casa e Construção;3898,34;4678,01
25/09/2012;Centro;Adriana;Cine e Foto;431,09;517,31
26/09/2012;Norte;Ricardo;Eletrônicos;2263,92;2716,70
26/09/2012;Nordeste;Simone;Casa e Construção;1777,06;2132,47
27/09/2012;Centro;Adriana;Utilidades Domésticas;2380,98;2857,18
27/09/2012;Leste;Ana Maria;Cama, Mesa e Banho;3393,56;4072,27
27/09/2012;Sul;Carolina;Utilidades Domésticas;3279,40;3935,28
27/09/2012;Nordeste;Ricardo;Casa e Construção;3971,21;4765,45
28/09/2012;Sul;Ana Maria;Cine e Foto;4514,70;5417,64
28/09/2012;Sudeste;João Carlos;Cama, Mesa e Banho;219,34;263,21
29/09/2012;Nordeste;Ana Maria;Roupas e Acessórios;3614,70;4337,64
29/09/2012;Sudeste;Adriana;Roupas e Acessórios;4996,97;5996,36
01/10/2012;Sul;Roberto;Esporte e Lazer;1694,71;2033,65
01/10/2012;Sudeste;Ana Maria;Cine e Foto;4049,71;4859,65
02/10/2012;Sudeste;Ricardo;Esporte e Lazer;2245,22;2694,26
03/10/2012;Nordeste;Carolina;Eletrodomésticos;1331,83;1598,20
04/10/2012;Nordeste;José Luiz;Utilidades Domésticas;764,81;917,77
04/10/2012;Norte;Carolina;Cama, Mesa e Banho;4775,64;5730,77
05/10/2012;Centro;José Luiz;Casa e Construção;1021,28;1225,54
06/10/2012;Sudeste;Simone;Esporte e Lazer;444,99;533,99
06/10/2012;Sudeste;Adriana;Casa e Construção;2155,04;2586,05
07/10/2012;Leste;Ana Maria;Eletrônicos;3372,17;4046,60
07/10/2012;Norte;Roberto;Esporte e Lazer;3780,00;4536,00
08/10/2012;Nordeste;Roberto;Eletrodomésticos;1981,15;2377,38
08/10/2012;Sul;João Carlos;Eletrodomésticos;661,39;793,67
09/10/2012;Sul;Roberto;Cine e Foto;3093,37;3712,04
10/10/2012;Nordeste;Carolina;Eletrônicos;3578,10;4293,72
11/10/2012;Sudeste;Carolina;Móveis e Decoração;2939,03;3526,84
11/10/2012;Centro;Ana Maria;Móveis e Decoração;1414,05;1696,86
12/10/2012;Centro;Ricardo;Cine e Foto;1224,34;1469,21
